id,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,field,all_sbids,sbid,mwdet
0,J025246-710435,SB38466_component_1a,43.19224,-71.076591,290.0170865947266,-42.87919757661212,A,4500.7001953125,4709.02099609375,0.0307635381227222,0.0019421329911815,0.1827154177331695,22.823566984331087,1.007669523957237,136.0,0.8249541062240675,8.32145509919006,0.1924275230141083,0.0025822152531117,True,False,5.014999866485596,4.0,54.119998931884766,1.7458142035778404e+20,False,0.0009753395959374,M349-02,38466,38466,True
5,J031610-682104,SB38466_component_2a,49.043447,-68.351387,285.4477997698063,-43.5369881641818,A,1338.1090087890625,1426.0379638671875,0.0055908862495704,0.0067022580634652,0.5736673102656586,24.418006005730053,1.0225693278275385,130.0,0.4489020175618796,7.730407578599727,0.800950638747056,0.0168447999505051,True,False,5.025000095367432,4.059999942779541,54.31999969482422,2.389781790936385e+20,False,0.0022256757643035,M349-02,38466,38466,True
8,J030138-715634,SB38466_component_5a,45.410155,-71.942808,290.0119414044002,-41.76350526038349,B,353.1780090332031,501.0329895019531,0.0017229728691745,0.0091843221119237,0.0756639886723339,1.1022906896849487,1.0359912114169487,91.0,0.9603272227446148,211.61181500253863,0.0404811955731734,0.0100118692576292,False,True,5.764999866485596,4.715000152587891,78.8499984741211,2.9750210459136007e+20,False,0.0005488146000963,M349-02,38466,38466,False
9,J025137-724524,SB38466_component_6a,42.904855,-72.756671,291.4851072316235,-41.59486702879542,B,351.5610046386719,428.0280151367188,0.002418612456517,0.016027451976156,0.0876164221623424,0.875531345463584,1.0467155200441003,88.0,0.9590990978817578,191.70057589166703,0.0417608748369777,0.0175672077561734,False,False,5.114999771118164,4.559999942779541,57.47999954223633,3.358754327089262e+20,False,-0.0003997846653733,M349-07,38466,38466,False
10,J031823-682830,SB38466_component_7a,49.599746,-68.475115,285.3787165682904,-43.30315253020443,B,262.75201416015625,273.5610046386719,0.0016456405140981,0.0208807648355472,0.1304394988185796,0.770038397191626,1.073693033453702,156.0,0.9432535346351224,-15.76082283726106,0.0584201728506779,0.0222300204452613,False,False,5.050000190734863,3.950000047683716,53.47999954223633,1.952015551839447e+20,False,0.0025827905370972,M349-02,38466,38466,False
12,J031505-692203,SB38466_component_8a,48.774568,-69.367622,286.54262470490374,-42.90012081393742,A,248.39100646972656,301.7659912109375,0.0011990910499617,0.0155380977525484,0.4325785869478135,8.52242737332638,1.0454273443092383,63.0,0.6128487573614249,7.358191111465116,0.4896370988360414,0.0284380339260442,True,False,5.195000171661377,4.480000019073486,66.83999633789062,2.2739537437235092e+20,False,0.0011151720108207,M349-02,38466,38466,True
14,J033252-713453,SB38466_component_10a,53.217662,-71.58157,287.3686539992112,-40.30827169013028,B,227.3040008544922,252.2079925537109,0.0012731536223394,0.0155689163979552,0.1100040738104469,1.4094019153874882,1.0456561743011463,97.0,0.9356521004906994,254.1093526494246,0.0665115591074052,0.0168770703429229,False,True,5.085000038146973,4.179999828338623,57.380001068115234,1.6013996901076733e+20,False,0.0004322611678797,M349-02,38466,38466,False
15,J031428-713042,SB38466_component_11a,48.616758,-71.511679,288.6268864526856,-41.41249885213965,B,154.50900268554688,167.08900451660156,0.0012083974945154,0.0176688959313909,0.1316062335143362,1.243002398823993,1.058674138548999,84.0,0.9270679050346629,2.697684367425143,0.0757284636345357,0.0214569090129653,True,False,5.0,4.144999980926514,57.34000015258789,1.7190915070515528e+20,False,0.0004813605464173,M349-02,38466,38466,True
17,J030418-700740,SB38466_component_12a,46.075824,-70.127997,288.1829122577627,-42.99438041660926,B,206.3509979248047,223.61099243164065,0.0010667207207894,0.0200006657189841,0.1189488396824247,1.0453598313350194,1.0581554589369178,79.0,0.939206619254493,-115.82978838334972,0.0627197821749493,0.0210717017203506,False,False,5.0,4.150000095367432,47.84000015258789,1.9804915264063508e+20,False,0.0028454510905312,M349-02,38466,38466,False
18,J022607-711038,SB38466_component_13a,36.530881,-71.177396,292.55871395219754,-43.99409391182293,B,193.44200134277344,219.94700622558597,0.0005154071017386,0.077819487341405,0.4826133783598321,0.6867964737462257,1.2861123946316952,112.0,0.8034990162718632,134.26880268153576,0.218779318109161,0.0925164531363488,False,False,5.224999904632568,4.164999961853027,45.619998931884766,3.5139595657992484e+20,False,0.0031359797792642,M349-07,38466,38466,False
23,J032627-731946,SB38466_component_15a,51.615258,-73.329707,289.47671435551376,-39.48766143647495,B,126.86499786376952,147.58099365234375,0.0010498223770211,0.0230527268649302,0.192608373975226,1.4792148004243424,1.077689264335732,92.0,0.8850808903605061,2.282438168653127,0.1220762366137785,0.0320302279514202,False,False,5.184999942779541,4.295000076293945,52.95000076293945,2.635831046040507e+20,False,0.0007874556217477,M349-02,38466,38466,False
25,J030325-692057,SB38466_component_16a,45.856701,-69.349437,287.5457151265219,-43.62441007611435,B,178.593994140625,310.9469909667969,0.0008154989457291,0.013806721745177,0.1027106910379943,1.042264216549345,1.0502925577433544,114.0,0.94758186670536,-64.40420827214443,0.053841942902806,0.0144716115860069,False,False,6.925000190734863,4.815000057220459,98.47000122070312,1.261520198094897e+20,False,0.002017763434072,M349-02,38466,38466,False
26,J032440-701553,SB38466_component_17a,51.170083,-70.264722,286.6541505629926,-41.6832692771908,B,162.39999389648438,287.3710021972656,0.0006977412732539,0.0219198318983573,0.1446541449133367,1.54695438537159,1.0567949491927129,31.0,0.9121408042793762,4.500103687514624,0.0919609101676059,0.0268342575834634,True,False,7.204999923706055,4.704999923706055,55.77000045776367,3.240347598035336e+19,False,0.0002900385820069,M349-02,38466,38466,True
27,J032436-701606,SB38466_component_17b,51.149905,-70.268595,286.6641309070332,-41.68569040338598,B,157.73699951171875,290.572998046875,0.0006549052440521,0.022366843345775,0.1542807740525477,0.9155012490643528,1.0805432907589634,103.0,0.9262625167064156,3.528568548132767,0.0765975891498751,0.0269466851291907,False,False,7.460000038146973,4.730000019073486,69.37999725341797,3.240347598035336e+19,False,0.0021442812344589,M349-02,38466,38466,False
33,J025555-733210,SB38466_component_19a,43.980256,-73.53627,291.77748270906204,-40.78460447493753,B,148.8769989013672,189.4900054931641,0.0005365904617952,0.0531513364598117,0.3875787649161519,0.6748046678971036,1.2314172944136814,127.0,0.8438385294975295,123.2695366528614,0.1697941184505957,0.0611018418229198,False,False,5.224999904632568,4.664999961853027,73.87999725341797,4.052272979122272e+20,False,0.0041797718649506,M349-07,38466,38466,False
35,J024800-693600,SB38466_component_20b,42.003304,-69.600102,289.212713453656,-44.29356238741928,A,45.69599914550781,44.67100143432617,0.0008272159750226,0.0438063602482164,0.500874593753238,3.003327403378699,1.1251145717760964,105.0,0.6242399780228585,8.807135377938524,0.4712204043798691,0.0792918246874115,True,False,4.869999885559082,3.8450000286102295,53.08000183105469,1.1079055086244767e+20,False,0.0036836588574051,M349-02,38466,38466,True
37,J024904-711202,SB38466_component_22a,42.267326,-71.200627,290.4446209495202,-42.961450513606096,B,131.9080047607422,144.14500427246094,0.0007434813646463,0.0378713271288856,0.2155243552793132,0.6328908158989159,1.1319894466799765,114.0,0.9164650914006632,84.77614884045752,0.0872313014614292,0.0404922717327993,False,False,5.03000020980835,4.164999961853027,46.84999847412109,1.5493026969394712e+20,False,0.0051728494451057,M349-02,38466,38466,False
38,J033215-691736,SB38466_component_23a,53.064591,-69.293586,285.09583454306784,-41.82546339141537,B,119.08300018310548,131.36500549316406,0.0006293706693856,0.0525380447305405,0.3055339757309228,1.4510265286500206,1.1246555156215323,77.0,0.8191215398906095,103.29026774768644,0.1995228057844764,0.0621781221460017,False,False,5.090000152587891,4.150000095367432,59.13999938964844,7.625159185589954e+19,False,0.0032830539018736,M349-02,38466,38466,False
46,J023407-720025,SB38466_component_27a,38.531664,-72.007076,292.3958964743777,-42.95806651728781,B,101.3270034790039,116.55699920654295,0.0003534837970619,0.123089547624184,0.9136321093275525,1.67663823327855,1.3413356717274665,93.0,0.4277035623999138,260.29524895516454,0.849324934581451,0.2541680372600784,False,False,5.119999885559082,4.304999828338623,50.0099983215332,4.24955766830473e+20,False,0.0005320786357881,M349-07,38466,38466,False
48,J030454-685302,SB38466_component_29a,46.227905,-68.883923,286.9758638060447,-43.87891695818914,B,97.14700317382812,146.30299377441406,0.0004965305541678,0.036388539332481,0.2524411873240562,1.2440154037145734,1.1124953005697662,101.0,0.86005411324571,224.5211577354024,0.1507599693353808,0.0417841151304214,False,False,6.235000133514404,4.625,76.2699966430664,1.4340091443101064e+20,False,0.0008671254893829,M349-02,38466,38466,False
49,J025800-700438,SB38466_component_30a,44.503477,-70.077409,288.6923351177976,-43.3829024113399,B,97.81099700927734,109.1969985961914,0.0005182313178055,0.0390994495963194,0.301464061192873,0.8173920314505915,1.1658772878806192,80.0,0.8644132266877461,243.06337331965847,0.1457043528841672,0.0451117310838437,False,False,5.130000114440918,4.170000076293945,49.880001068115234,1.4209265102313234e+20,False,0.0001994311796931,M349-02,38466,38466,False
50,J032052-681639,SB38466_component_31a,50.220217,-68.277642,284.96646614547905,-43.268262616931786,B,71.8239974975586,201.49200439453125,0.0001503298159017,0.0840305545259541,0.6135333294907303,1.1283502972048307,1.2882670819256048,148.0,0.6747337524348745,8.44501388671834,0.3934371067590794,0.1355448617933923,False,False,10.489999771118164,5.125,91.04000091552734,1.971917155665897e+20,False,0.0086286933152523,M349-02,38466,38466,False
51,J030322-710519,SB38466_component_32a,45.845462,-71.088842,289.124568391238,-42.32389645444985,B,90.60900115966795,101.25,0.0005138930238189,0.037153008606848,0.2614603077525045,0.9177502650380676,1.136336994716731,119.0,0.8748766869642265,243.33472961905323,0.1336723317397143,0.0420792056682038,False,False,5.025000095367432,4.260000228881836,53.18999862670898,1.93986666751788e+20,False,-0.0053262024429812,M349-02,38466,38466,False
