id,sbid,uniq_name,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,mwdet
0,38814,J035150-695934-38814,J035150-695934,SB38814_component_1a,57.959186,-69.992894,284.4759369286124,-40.04600961831741,A,847.2329711914062,879.947021484375,0.0030998693375916,0.0163148018738235,0.937309974947768,15.84860840402424,1.0556312991833732,52.0,0.118321324235605,7.804194254192029,2.1343512686577304,0.1675271230583497,True,False,4.96999979019165,3.940000057220459,46.130001068115234,8.52805974643673e+19,False,0.0055718798144788,True
1,38814,J042835-674912-38814,J042835-674912,SB38814_component_2a,67.14892,-67.820124,279.9748442119196,-38.19599616346937,B,455.4869995117188,505.7179870605469,0.0021331054347683,0.0093993781618577,0.0739472540758394,1.3682448252328807,1.031224497268169,91.0,0.9572772431923297,4.29562125992708,0.043662229178749,0.0110735175954404,True,False,5.119999885559082,4.090000152587891,56.27999877929688,9.10731283460602e+19,False,0.0007131847132623,True
7,38814,J043855-672153-38814,J043855-672153,SB38814_component_5a,69.732885,-67.364907,278.979423285331,-37.44837101730975,A,383.14300537109375,479.6910095214844,0.0018072895125043,0.0092187144121258,0.1410247952050148,3.502133309308688,1.0313239936528378,93.0,0.8902991984478229,241.0863317407185,0.1161976947198629,0.0108621786007534,True,True,5.710000038146973,4.135000228881836,59.75,4.141397762779864e+20,False,-0.0002235106384265,True
11,38814,J044047-695217-38814,J044047-695217,SB38814_component_8a,70.198589,-69.871589,281.8355774638789,-36.399799175261705,A,193.85499572753903,209.6719970703125,0.0011079985876965,0.0188674537552335,0.5029166437537562,7.918528220395671,1.056390093895049,55.0,0.5534734501412928,1.2782300960715365,0.5915414952083129,0.0489939625586691,True,True,5.034999847412109,4.054999828338623,57.90999984741211,1.2329286871270067e+20,False,0.0018625752604327,True
13,38814,J042649-675322-38814,J042649-675322,SB38814_component_9a,66.705589,-67.889703,280.140692348488,-38.32173130527969,B,201.94000244140625,235.8560028076172,0.0011448599263264,0.0154806552265791,0.1193422109766978,0.7301783362798943,1.0689768265352917,149.0,0.949634615558594,-62.04222474356423,0.0516779835724279,0.0161776620902084,False,False,5.244999885559082,4.199999809265137,58.869998931884766,4.48202029784479e+19,False,0.0002212392654179,False
14,38814,J042652-675333-38814,J042652-675333,SB38814_component_9b,66.716499,-67.892537,280.1419013443898,-38.31683309248138,B,52.1609992980957,72.66200256347656,0.0003548316863754,0.0509847610782724,0.2761624847119096,1.5261319177823809,1.1093222736183723,52.0,0.8331597889064629,176.38891444520985,0.1825298317939312,0.059395120164093,False,False,5.670000076293945,4.635000228881836,63.310001373291016,4.48202029784479e+19,False,-0.0004608809718496,False
16,38814,J045608-701434-38814,J045608-701434,SB38814_component_10a,74.036209,-70.242824,281.72561642363274,-35.04242393987196,A,112.58100128173828,126.28800201416016,0.0009857966084027,0.0217461771024264,1.0867650578516517,14.234625569929657,1.0713351997305878,89.0,-0.0154298581210638,234.62633802002455,5.0,1.2274698193530442,False,True,5.090000152587891,4.15500020980835,63.9900016784668,2.249360950949565e+20,False,-0.0055883158742571,False
18,38814,J050200-693150-38814,J050200-693150,SB38814_component_11a,75.499646,-69.530812,280.7173049455035,-34.76615012484136,A,122.35199737548828,180.65899658203125,0.0013917524789221,0.0127735425080899,0.5888345184820625,10.955997392620356,1.0492501377463923,99.0,0.4604156192643301,10.218189225926224,0.7756256772877739,0.0298438774763649,True,True,5.909999847412109,4.715000152587891,71.5999984741211,2.446210207371945e+20,False,0.0032920862338064,True
19,38814,J050200-693158-38814,J050200-693158,SB38814_component_11b,75.501763,-69.532842,280.719437223284,-34.76488495814618,A,84.13600158691406,169.13499450683594,0.00101138660812,0.0125240434161563,0.6357387541496822,11.199161466693182,1.0521133158115343,125.0,0.4163745616618521,10.219346830510142,0.8761700352173262,0.0323145847119992,True,True,6.429999828338623,5.900000095367432,82.6500015258789,2.446210207371945e+20,False,0.0033329490640632,True
20,38814,J050202-693154-38814,J050202-693154,SB38814_component_11c,75.511085,-69.531802,280.71713879759767,-34.76203153204836,A,80.4219970703125,161.4429931640625,0.0008672373891075,0.0144582177762047,0.639203039545128,10.84470824744708,1.0539652835841606,108.0,0.4147622440390325,10.21767463472874,0.88004982885479,0.0373573559179334,True,True,7.019999980926514,5.394999980926514,84.58000183105469,2.446210207371945e+20,False,0.0027151855424204,True
