id,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,field,all_sbids,sbid,mwdet
0,J032410-763000,SB38509_component_1a,51.042197,-76.500237,292.4728762411468,-37.350821872277685,A,811.9509887695312,1000.541015625,0.0041448338510235,0.006989595479236,0.2674619753762919,10.507970247085602,1.0232414552378624,83.0,0.7557794798615705,2.322134728099569,0.2800056386581718,0.0139806877022072,True,False,4.974999904632568,4.885000228881836,55.43000030517578,2.185850351509561e+20,False,0.002663770257451,M355-07,38509,38509,True
1,J031155-765150,SB38509_component_2a,47.980585,-76.864113,293.4395382293064,-37.55252255116848,A,773.1400146484375,885.3629760742188,0.003527681750711,0.0068714990590982,0.3401105065214714,17.97757393796596,1.0179217063062551,108.0,0.6778111997847839,3.874957469600078,0.3888864962148311,0.0147977578155881,True,False,5.110000133514404,4.414999961853027,47.31999969482422,1.4836682152004036e+20,False,0.0023443111385713,M355-07,38509,38509,True
2,J041042-775042,SB38509_component_3a,62.676062,-77.845197,291.67368583607583,-34.5185316828846,A,430.8890075683594,478.8559875488281,0.0023933675426921,0.0097912121172239,0.5557203601567057,15.867331028827074,1.0329465497064685,62.0,0.4772261895497626,2.978608640680308,0.7397647085590354,0.0299166768174176,True,False,4.960000038146973,4.414999961853027,53.709999084472656,1.0034131288797404e+20,False,0.0023663292419172,M355-07,38509,38509,True
4,J025721-782714,SB38509_component_5a,44.341211,-78.454044,295.4337330130178,-36.77477862727677,A,316.5459899902344,428.9670104980469,0.00158431768565,0.0124660266181549,0.5213021828583968,13.030425330632424,1.0371551232819896,78.0,0.5158529404235928,2.225693128633051,0.6619335532996421,0.0367538504141485,True,True,5.735000133514404,4.659999847412109,64.91000366210938,2.7257012723258275e+20,False,0.0026445319802916,M355-07,38509,38509,True
5,J041737-780347,SB38509_component_6a,64.407253,-78.063197,291.65201294857644,-34.09697171013213,A,280.03399658203125,304.29901123046875,0.0015519626102149,0.0110748341952933,0.7444029204079442,18.52498620900581,1.0381256566555008,150.0,0.2937227362475566,2.990966980527606,1.2251190306054156,0.0536312198065955,True,True,4.945000171661377,4.329999923706055,54.2400016784668,1.0544866769779206e+20,False,0.0034419615060786,M355-07,38509,38509,True
6,J032426-750139,SB38509_component_7a,51.110929,-75.027571,291.1561359237391,-38.3942616211833,A,243.33099365234372,261.5880126953125,0.0015809713676855,0.03292505749161,0.6635251840280614,5.95713547334014,1.0953733309593727,52.0,0.4318481469313113,0.2452763080641889,0.8396812642658331,0.1010401764375301,True,False,4.894999980926514,4.324999809265137,42.209999084472656,3.657187024981865e+20,False,0.0023420581116305,M355-07,38509,38509,True
11,J035329-762642,SB38509_component_9a,58.370641,-76.445104,290.98625404352697,-36.11857487562296,A,209.5290069580078,293.7850036621094,0.0009681331728465,0.0130147555717584,0.3305100786916977,4.993757645592524,1.0551423828313673,159.0,0.7246323041396696,1.4799934850362042,0.3220909194838997,0.0251706770956804,True,False,6.025000095367432,4.590000152587891,39.43000030517578,2.602930821300489e+20,False,0.0029576655139236,M355-07,38509,38509,True
12,J041449-773156,SB38509_component_10a,63.705066,-77.532225,291.209949110531,-34.51000752791676,A,209.89700317382807,228.8249969482422,0.001198921285899,0.0224942725873411,0.6005816408700144,6.161090955633211,1.0838673387324556,125.0,0.4832856978624411,2.68630985419231,0.7271472932392763,0.0663881107808509,True,False,4.960000038146973,4.335000038146973,52.54999923706055,1.1859863420141193e+20,False,0.0036426052502067,M355-07,38509,38509,True
13,J032852-763522,SB38509_component_11a,52.219931,-76.589586,292.3056065460626,-37.09521190956117,A,205.43600463867188,223.41799926757807,0.001244591642739,0.0220764833728346,0.751968522448596,13.429436566807894,1.0521135055389723,54.0,0.3001449830903765,3.212973450711579,1.2034896440987175,0.1067289045782935,True,False,4.940000057220459,4.340000152587891,45.18000030517578,3.0671370800422905e+20,False,0.0039286231963611,M355-07,38509,38509,True
14,J033154-801820,SB38509_component_12a,52.976627,-80.305776,295.38122357567187,-34.33833775859006,B,194.7469940185547,215.31900024414065,0.001285828223733,0.0441189931720067,0.3527744686474967,2.0885772123519217,1.114219086781017,49.0,0.7614446181335206,1.1891537184697518,0.272537836627833,0.0758059577973052,True,False,4.954999923706055,4.394999980926514,43.630001068115234,4.9946294447357805e+19,False,0.0004495044509018,M355-07,38509,38509,True
16,J035814-760604,SB38509_component_13b,59.559171,-76.101279,290.43612672594344,-36.103738317000456,B,65.81400299072266,106.22799682617188,0.0003248815986941,0.0345840452311916,0.3933962348982595,2.092793970528668,1.127197685538366,100.0,0.7338014506401064,4.07201893880489,0.3095167901753292,0.0637314720166262,True,True,5.909999847412109,5.385000228881836,154.49000549316406,3.173918681792967e+20,False,-0.0034061410575721,M355-07,38509,38509,True
17,J035803-760526,SB38509_component_13c,59.516059,-76.090818,290.4334179074288,-36.11829732479424,A,27.142000198364254,109.9530029296875,0.0002397685772249,0.0209072376212009,0.226018660621648,3.194078311683035,1.0538899476416663,70.0,0.8278712870200186,1.1381604652431123,0.188897587139467,0.034450258464989,True,False,12.510000228881836,6.385000228881836,134.7899932861328,3.173918681792967e+20,False,0.0007169856289828,M355-07,38509,38509,True
18,J035810-760552,SB38509_component_13d,59.544584,-76.097887,290.4353545277617,-36.10857532262084,B,20.93000030517578,93.83100128173828,7.87804054908054e-05,0.0479010118430501,0.3839090948542236,1.6378660204730493,1.145537753576043,64.0,0.7616286587218193,1.139830738317294,0.2722961665887205,0.083692874711397,True,False,13.380000114440918,6.605000019073486,131.47000122070312,3.173918681792967e+20,False,-0.0022974587040693,M355-07,38509,38509,True
19,J030320-791455,SB38509_component_14a,45.837043,-79.248889,295.72534344822424,-35.96226035498256,A,167.13499450683594,180.8950042724609,0.0009871549402482,0.0352569599250942,0.6684860196634224,5.535710991835366,1.102282065485839,63.0,0.4337960458224166,2.234173747208872,0.8351807958397206,0.1164373135197573,True,False,4.900000095367432,4.349999904632568,32.40999984741211,9.431715725361155e+19,False,0.0024039273849313,M355-07,38509,38509,True
