id,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,field,all_sbids,sbid,mwdet
123,J053636-670734,SB38791_component_55a,84.151167,-67.12619,277.1779881817256,-32.07895347624697,B,68.86100006103516,71.3479995727539,0.0004361825941908,0.047493784910449,0.4423191100699823,0.8011536222958238,1.2455754493090847,109.0,0.8032563392391023,325.36884580804144,0.2190813890296328,0.0583644433724952,False,False,4.945000171661377,3.759999990463257,65.6500015258789,1.05624860376594e+21,False,0.0004259973918901,M000+07,"33047,38791",38791,False
125,J054010-671813,SB38791_component_56a,85.042949,-67.303702,277.34753478864536,-31.71830900052026,A,69.64199829101562,77.36199951171875,0.0003959126348135,0.0480478074699287,1.1304220592183467,4.473305805593379,1.2065336926840675,118.0,0.0761116334657209,284.3942184753439,2.575554155026414,0.5673009442832604,False,True,5.034999847412109,3.9600000381469727,66.01000213623047,1.3913729843290728e+21,False,-0.0074267414788498,M000+07,"33047,38791",38791,False
472,J055915-670424,SB38791_component_258a,89.816355,-67.073608,276.9756679225692,-29.881453687300265,C,17.740999221801758,19.47599983215332,9.509175895512204e-05,0.3166361047146799,1.8352671790256807,1.100926352452128,1.8735514107306144,96.0,0.0382842317049338,230.243940025287,3.262717172401256,2.2276785863357524,False,False,4.960000038146973,3.974999904632568,68.3499984741211,3.636672542765408e+19,False,-0.0034495701933398,M000+07,"33047,38791",38791,False
440,J051716-632921,SB38791_component_235a,79.317818,-63.489237,273.15201806461243,-34.52107971042108,B,19.18600082397461,22.11599922180176,0.0001199875968013,0.2169920848421754,1.3109544214938156,1.1661768002364843,1.605192716195048,65.0,0.2942382947012322,-105.70026062786712,1.2233653137477594,0.552529288182901,False,False,5.050000190734863,4.09499979019165,58.77000045776367,4.894978118864925e+19,False,0.0048255526192828,M000+07,"38373,38791",38791,False
492,J051601-650036,SB38791_component_272a,79.006219,-65.010087,275.00056280730666,-34.42601345016956,B,17.131999969482422,22.44300079345703,8.63485506143417e-05,0.2384019028443098,1.412526261645533,0.7094709933469512,1.8262943724362155,110.0,0.4137681107906825,287.2089227913622,0.8824495809450794,0.4613283401052687,False,False,5.385000228881836,4.364999771118164,74.62999725341797,1.2280990209522218e+20,False,0.0141808252966609,M000+07,"38373,38791",38791,False
1,J053249-634813,SB38791_component_2a,83.206237,-63.80387,273.300298742905,-32.77117846908394,A,476.2330017089844,550.9580078125,0.0028257282527458,0.006822209634072,0.1691129565321593,6.309403161003067,1.0231363563901368,107.0,0.8540233998579775,6.524715621076378,0.1577966852668672,0.0101292606055685,True,False,5.184999942779541,4.005000114440918,64.8499984741211,7.178937331492306e+18,False,0.0015892401978335,M000+07,38791,38791,True
2,J053246-634819,SB38791_component_2b,83.194437,-63.805473,273.30269551463186,-32.77624217415731,A,355.7959899902344,399.3320007324219,0.0020860427558967,0.0113051054127378,0.2015856565880408,5.430067932284373,1.0313504707432266,75.0,0.8297648141551858,5.549592154242273,0.1866129747840498,0.0176873483556207,True,False,5.114999771118164,3.934999942779541,61.11000061035156,7.178937331492306e+18,False,0.0011790521103948,M000+07,38791,38791,True
3,J052810-650352,SB38791_component_3a,82.044237,-65.064684,274.8535582511081,-33.14867974560777,A,433.6780090332031,486.2070007324219,0.0022766284073884,0.0101421260703908,0.2178872511822555,7.326889518215403,1.026166703750016,106.0,0.8082794525677605,5.532636562375017,0.2128474231175177,0.0168569555482753,True,False,5.079999923706055,3.9600000381469727,60.560001373291016,5.836026896969372e+19,False,0.001959118407126,M000+07,38791,38791,True
4,J054554-645334,SB38791_component_4a,86.474979,-64.892786,274.4821012869679,-31.29362598637548,B,407.7340087890625,467.9580078125,0.0023710403631145,0.0088723774779415,0.101028342546153,2.770922723101042,1.0267914115362915,82.0,0.9257630689901384,2.158728616700769,0.0771369420964456,0.0112496945629546,True,False,5.059999942779541,4.070000171661377,60.810001373291016,5.7411872434886255e+19,False,0.0007105678274873,M000+07,38791,38791,True
15,J051914-641335,SB38791_component_9a,79.810593,-64.22664,273.9999370705663,-34.2033127107999,A,204.9429931640625,228.97300720214844,0.0011753792222873,0.0205821498687445,0.2834583554303368,3.4532159720295064,1.0636525057869928,90.0,0.780194150356656,6.145063182689235,0.2482124795579702,0.0318106614177997,True,False,5.045000076293945,3.974999904632568,59.400001525878906,8.143078325864441e+19,False,0.0013382723433359,M000+07,38791,38791,True
16,J055124-624950,SB38791_component_10a,87.851118,-62.830783,272.0640763276588,-30.72441027400465,B,103.59400177001952,139.80799865722656,0.0009703147083112,0.0293301332157375,0.1841137905555291,1.294322055284295,1.0802475790752557,76.0,0.8961337885197264,-67.75891645954111,0.109665559609624,0.0322119798026665,False,False,6.300000190734863,3.8450000286102295,52.65999984741211,1.407919569993526e+19,False,-0.0003523327527741,M000+07,38791,38791,False
24,J052631-654906,SB38791_component_12a,81.632961,-65.818477,275.7723272024515,-33.227525496863976,A,168.98800659179688,207.4949951171875,0.0009154288563877,0.0218749275212788,0.8592867796091144,12.295405303765367,1.064630356125041,54.0,0.2053435765159266,292.4024543676878,1.5830707197314606,0.1251391200970115,True,True,5.119999885559082,4.304999828338623,48.130001068115234,1.371598423619748e+21,False,-0.0089924916968123,M000+07,38791,38791,True
31,J050500-664520,SB38791_component_16b,76.251672,-66.755797,277.35270174924443,-35.189558771595344,B,59.8759994506836,58.50600051879883,0.000869054764189,0.0666497584255088,0.5448124643529322,2.1725903120588947,1.171724808678297,84.0,0.6269123443253648,268.1559437347933,0.4669485498363185,0.1146696851303843,False,True,4.630000114440918,3.785000085830689,62.790000915527344,1.5571948849833378e+21,False,-0.0034797050938849,M355+07,38791,38791,False
32,J055224-640209,SB38791_component_17a,88.102014,-64.03608,273.4652883024898,-30.61147902858194,B,140.35800170898438,157.04400634765625,0.0007744197898385,0.036960909808524,0.1758563974482895,1.347308407771678,1.0749183178767854,50.0,0.8990619204284959,-106.02358013474944,0.1064033698763155,0.0402920751323253,False,False,5.005000114440918,4.010000228881836,62.66999816894531,1.6071404830085188e+19,False,0.0003278182824788,M000+07,38791,38791,False
