id,comp_name,component_id,ra,dec,glon,glat,rating,flux_peak,flux_int,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,has_mw_abs,has_other_abs,semi_maj_axis,semi_min_axis,pa,n_h,noise_flag,continuum_slope,field,all_sbids,sbid,mwdet
0,J005611-710706,SB30665_component_1a,14.047482,-71.118446,302.37846182308533,-46.004698239991775,A,519.1300048828125,442.5079956054688,0.0033243498466795,0.0044764807964383,0.1207429020014311,5.142488877944935,1.0196569996951834,144.0,0.8989140976937523,-0.7889594268201036,0.1065678022531511,0.0056957566030139,True,True,4.800000190734863,4.215000152587891,33.869998931884766,1.2366119809346026e+21,False,0.0009232772574537,M344-11,30665,30665,True
8,J011049-731427,SB30665_component_3a,17.707468,-73.240921,300.99659195266406,-43.8143862223808,A,457.4809875488281,596.7449951171875,0.0016333184903487,0.0051863074859997,0.4722190573993812,23.40724717233265,1.0193474935565316,119.0,0.5471284361571505,158.55496814759942,0.6030717031030441,0.0146832992787293,True,True,5.789999961853027,5.349999904632568,54.86000061035156,4.874624237341684e+21,False,-0.0007695980751024,M344-11,30665,30665,True
9,J011056-731406,SB30665_component_3b,17.735945,-73.235151,300.9844364584428,-43.81926600806873,A,115.03700256347656,208.17100524902344,0.000280986263888,0.0227758743190406,0.4787559611169885,5.717873530830297,1.071265997926254,93.0,0.5925100368092655,159.53428485389887,0.5233874663538536,0.0588360747918343,False,True,7.480000019073486,5.744999885559082,39.880001068115234,4.874624237341684e+21,False,-0.0003628660108754,M344-11,30665,30665,False
10,J004048-714600,SB30665_component_4a,10.200474,-71.766489,304.1151611034277,-45.337318551206025,A,428.4500122070313,463.3259887695313,0.0020563312275221,0.0085730807768443,0.1133976599330949,3.477933903210494,1.0253236564862631,76.0,0.9119259965531684,0.8891984953252977,0.0921964363304665,0.0110534176404321,True,False,5.230000019073486,4.90500020980835,175.60000610351562,4.498523544199441e+20,False,0.0006788840775612,M344-11,30665,30665,True
11,J005732-741242,SB30665_component_5a,14.385728,-74.211897,302.36501052258194,-42.90963353176277,A,428.031005859375,461.6530151367188,0.0017202206924216,0.0082023465894222,0.5149693610273653,23.85117980160262,1.0207221292968214,65.0,0.505752768269456,139.60687179492,0.6817073293566651,0.0173429768804885,True,True,5.230000019073486,4.894999980926514,175.50999450683594,5.650006363547815e+20,False,0.0009714459397026,M344-11,30665,30665,True
13,J004741-753010,SB30665_component_7a,11.920932,-75.502942,303.24620369143616,-41.623018167183794,A,305.75299072265625,335.0060119628906,0.0013779874872586,0.0122830046960717,0.2836959017394412,8.138545929778989,1.0310438776496145,90.0,0.7473479759101732,-1.6329038441493904,0.2912243711099412,0.019112596429274,True,False,5.264999866485596,4.940000057220459,171.57000732421875,2.5605010289716108e+20,False,0.0009516378142574,M344-11,30665,30665,True
17,J001424-733911,SB30665_component_9a,3.601159,-73.653109,306.4943353680667,-43.21804746655667,A,184.3159942626953,179.48899841308594,0.0012850600696543,0.0142114661092843,0.2238624501122638,3.712036240270635,1.0475086435454508,91.0,0.823646193433187,-1.9134423941474816,0.1940142181827949,0.02026242352607,True,False,5.545000076293945,4.164999961853027,163.32000732421875,2.490386822409992e+20,False,0.0007041616369688,M344-11,30665,30665,True
21,J003824-742211,SB30665_component_10a,9.602613,-74.369822,304.1259054058585,-42.72821417943667,A,234.7469940185547,227.18899536132807,0.0012718974002182,0.0095953575077918,0.5398680056028031,13.739142628340074,1.0366281824673274,79.0,0.4967601768645243,149.31045867070142,0.6996479108662057,0.0247212591976072,True,True,5.110000133514404,4.494999885559082,4.599999904632568,2.3110926940949856e+21,False,0.0005350374908203,M344-11,30665,30665,True
24,J004327-704135,SB30665_component_11a,10.863942,-70.69326,303.88884780544925,-46.420157311486015,B,215.13699340820312,332.13800048828125,0.0007072683773003,0.012653418095128,0.0681967637266228,1.2328336399073525,1.0305426980800292,85.0,0.9623459343534064,-111.02865518472568,0.0383812938367331,0.0130637256490778,False,False,6.21999979019165,5.894999980926514,131.2100067138672,2.227711098961361e+20,False,0.000643408581696,M344-11,30665,30665,False
25,J004330-704147,SB30665_component_11b,10.877976,-70.696568,303.881909521917,-46.417060470492814,B,208.0110015869141,310.2380065917969,0.0007526796856836,0.0113468790305791,0.0802318213013932,1.1832639374747282,1.0367485670991266,114.0,0.9565167457977332,-2.5637551846253044,0.0444569828868294,0.013560883921683,True,False,6.15500020980835,5.75,129.22000122070312,2.227711098961361e+20,False,0.0011705031620274,M344-11,30665,30665,True
