comp_name,sbid,uniq_name,ra,dec,glon,glat,in_bridge,rating,flux_peak,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,semi_maj_axis,semi_min_axis,pa,min_opacity,vel_min_opacity,peak_tau,e_peak_tau,n_h,ew,sigew,ewfit,sigewfit,nhicnm,signhicnm,nhiwnm,signhiwnm,fcnm,sigfcnm,Rfactor,sigRfactor,nhi,signhi,nhi_thin,signhi_thin,ncnm,tsky,flux_int,ra_hr,tau_noise_per_channel
J042349-724413,38758,J042349-724413-38758,65.954566,-72.737084,285.7752930975382,-36.44410262426733,1,A,343.75,0.0021004947491569,0.0119860354796297,0.3459501373662969,8.717705197610151,1.035599982746068,94.0,5.09499979019165,4.360000133514404,56.15999984741211,0.6896498453797711,0.6120318553583638,0.3715712806616467,0.0254638539144347,1.7855633164097733e+20,1.4887726360462747,1.0542087156940572,1.0542087156940572,0.0239152233311221,2.32277773908506,0.1087390655215542,4.70973069701391,0.8825109231523933,0.3315160080916029,0.0378921169640229,1.0777320572598117,0.1512655880492754,7.0325084360989685,0.8891848592130831,6.594862664541145,0.1355615942764898,2,3.388056954189015,397.5899963378906,4.396971066666667,0.01229546248624069
J042401-792607,38509,J042401-792607-38509,66.004959,-79.435486,292.8459542828677,-33.10144060935405,1,B,41.20700073242188,0.0001570190794243,0.0754666907821031,0.9262678881167744,2.111053084102027,1.2977345172443857,103.0,6.550000190734863,4.934999942779541,68.9800033569336,0.3714666291276113,1.866683568430497,0.9902962462409788,0.2597280130159326,9.101336945548888e+19,1.7972761534985688,1.3491847163689208,1.3491847163689208,0.1260473120912065,3.262403836456492,0.1414799160940258,3.7042613995764704,0.2142249199267175,0.469184547444379,0.0270392828461949,1.1241017021357222,0.0460335058308173,6.96666523603296,0.2567272540568709,6.206717479103757,0.1149119326517029,2,3.3454752707542275,67.57499694824219,4.4003306,0.07648247736492715
J042402-724748,38758,J042402-724748-38758,66.012063,-72.796688,285.83096486886865,-36.40125354190018,1,A,24.49399948120117,3.0849983775668786e-05,0.045687379193826,0.5313484285986613,3.417685026921118,1.1202775719320537,79.0,17.229999542236328,12.574999809265137,168.6699981689453,0.5889291433333924,-0.3335013977195776,0.5294494025104755,0.1046340947312687,1.8651924172762182e+20,1.913776603932764,0.7346873684340459,0.7346873684340459,0.0388494393972509,1.039434883269888,0.0823999003780353,4.929250727728197,0.2237154837758476,0.1741706188883252,0.0151417712482284,1.0825908846189405,0.0502427239609671,5.968685610998087,0.2384079723150459,5.545481167721596,0.1410510382116741,1,3.388056954189015,276.427001953125,4.4008042,0.04773711458302621
J042501-724714,38758,J042501-724714-38758,66.256025,-72.787396,285.7791649518258,-36.34162313361151,1,B,49.14899826049805,0.000205977225361,0.0703520055621445,0.6754741588504555,2.11444230104842,1.216884467123719,63.0,6.144999980926514,5.21999979019165,14.720000267028809,0.5414103082732634,0.6091901437649067,0.6135778619513087,0.1761588500026053,1.5109317205563946e+20,3.450114424865929,1.4154094262633037,1.4154094262633037,0.0911035410485884,2.4884997373847275,0.2048515858419559,4.358216017062016,0.4865202250782502,0.364497921492435,0.0423847412618048,1.237669652659351,0.1100766383544678,6.846715754446743,0.5278883420119783,5.708165340749284,0.1829699099557743,2,3.388056954189015,82.072998046875,4.417068333333333,0.07329768571730623
J042535-743245,38758,J042535-743245-38758,66.396547,-74.546016,287.67360881359787,-35.4812517376451,1,A,65.57599639892578,0.0002786933007705,0.0339609256343178,0.5644918112879193,3.7776819451968,1.1181518187612771,102.0,7.099999904632568,5.195000171661377,156.77000427246094,0.5536600074733581,4.66617124116642,0.5912044855505378,0.0859270602235223,2.556161724204541e+20,2.009611321097048,1.426385857240728,1.426385857240728,0.1176160317573626,3.1843998464879077,0.1562898488736993,4.155231082082138,0.2415626955145868,0.4367190626604685,0.0285971257024852,1.1036736228907402,0.0507046234985066,7.339630928570045,0.2877134906903685,6.696298162875016,0.1239238902123828,2,3.339392214558456,125.93399810791016,4.426436466666667,0.03415921291078501
J042651-743133,38758,J042651-743133-38758,66.713279,-74.526109,287.602936867954,-35.416338705373995,1,A,44.55500030517578,0.0004705206120866,0.0583516379110775,0.7309277843061817,3.901309580576287,1.1491290791348543,59.0,4.545000076293945,3.785000085830689,61.540000915527344,0.4182012948286728,3.643104570214288,0.8717923957975793,0.1908785490188784,2.3793392408592463e+20,3.183841511912267,0.9497170017780988,0.9497170017780988,0.0132962784415793,3.182254061275505,0.092238938351475,3.5477099659218494,0.2097965138238272,0.472943121308743,0.0209819434560549,1.10609220470406,0.043380648303694,6.729964027197354,0.2291780944175044,6.10090923558064,0.1192533922848853,1,3.339392214558456,39.93999862670898,4.447551933333333,0.060104256923299425
J042654-685657,38814,J042654-685657-38814,66.728931,-68.949194,281.36600715294287,-37.88251551802333,0,B,50.95500183105469,0.0002650899879837,0.0772929415112461,0.5890093397382821,1.20310774303501,1.267353851213314,87.0,5.099999904632568,4.324999809265137,55.84999847412109,0.6783445114750319,0.1776606245745206,0.3880999910763549,0.1252359231003878,1.1029119604285024e+20,1.2227068474310403,0.5692522256512739,0.5692522256512739,0.0697418911828692,0.3242942483306502,0.0498975616872666,4.64837734995333,0.5091231282940228,0.0650632286357029,0.0121719052545158,1.002870234364864,0.1045707662393745,4.972671598283981,0.5115624364886721,4.959342250362134,0.1138167901787604,1,3.299852088227992,59.57400131225586,4.4485954,0.07814054180905425
J042656-721156,38758,J042656-721156-38758,66.736431,-72.198904,285.04626861564907,-36.48060895502281,1,B,77.78500366210938,0.0004413530692634,0.0510558317862383,0.5877706094813359,2.8030028298800485,1.1545543444941049,75.0,4.960000038146973,4.199999809265137,54.040000915527344,0.5667837350127688,0.1722881905222166,0.5677774677439587,0.12571106010232,1.4558726507398336e+20,2.144787412395857,1.246336822114244,1.246336822114244,0.0952442097330052,2.941818876503835,0.1326607128079178,5.362851144730596,0.6237599531788193,0.3549104758032805,0.0311395015476664,1.1079622912067215,0.1069795481196032,8.304670021234429,0.6377110191241387,7.602183399221708,0.1465407545428536,2,3.3454752707542275,84.36000061035156,4.4490954,0.0530899239516386
J042835-674912,38814,J042835-674912-38814,67.14892,-67.820124,279.9748442119196,-38.19599616346937,0,B,455.4869995117188,0.0021331054347683,0.0093993781618577,0.0739472540758394,1.3682448252328807,1.031224497268169,91.0,5.119999885559082,4.090000152587891,56.27999877929688,0.9572772431923297,4.29562125992708,0.043662229178749,0.0110735175954404,9.10731283460602e+19,0.1788154938846163,0.0913246798640043,0.0913246798640043,0.0145629434791066,0.0991676287801403,0.0331336391836577,2.550574276193248,2.2411955835409367,0.0374083172161149,0.0302980053495225,1.0357170777066511,0.9768411861693602,2.649741904973388,2.2414404925692213,2.5736738925739915,0.0912297394332183,1,3.3059352024366406,505.7179870605469,4.476594666666667,0.009610302860685437
J042844-725430,38758,J042844-725430-38758,67.186089,-72.908454,285.75818072488715,-36.04229451606884,1,B,33.74599838256836,0.0003231170945005,0.0603521040522781,0.5636638469512527,1.8382637612191843,1.1985945966872118,81.0,4.994999885559082,4.255000114440918,57.369998931884766,0.6349307497359591,4.490068834867212,0.4542393415703552,0.1274047622055439,1.4932074174320086e+20,3.2190668025342224,1.57007356478405,1.57007356478405,0.0663651039511572,4.154973409415014,0.1472170138235538,3.9208539073619457,0.3717767700994994,0.5142204953481573,0.0317784523477562,1.0893944679144787,0.0583076836884561,8.075827316776959,0.3998634966394663,7.431421588822213,0.1341527776656469,2,3.385015397084691,37.387001037597656,4.479072599999999,0.06199914606136354
J043106-790301,38509,J043106-790301-38509,67.775885,-79.050488,292.2496003414696,-33.01416589419834,1,B,53.82600021362305,0.000243274883382,0.0783306707158588,0.6359352555225586,2.17440440298912,1.2003321488981498,69.0,6.190000057220459,4.585000038146973,41.79999923706055,0.5643968933755912,0.5144871256285988,0.5719975633141775,0.1749081711761987,2.022772273017836e+20,4.230171145211197,0.9404779753222672,0.9404779753222672,0.0209471314407552,4.319727302590828,0.1629781276341943,2.8375726096395115,0.2464769705239327,0.6043829362006198,0.0341405295373129,1.1687264583173278,0.0532250786865377,7.157299912230339,0.2954873382833913,6.13280009322188,0.1125840751833925,1,3.336350657454131,77.5,4.518392333333334,0.07925093686341292
J043200-711323,38814,J043200-711323-38814,68.000026,-71.223294,283.7384789509671,-36.54491794006037,0,B,31.03199958801269,0.0001653102392482,0.1119331502378237,1.029850688699119,2.3306439734113926,1.3092046754082516,58.0,5.625,4.204999923706055,56.84000015258789,0.2793539867091325,2.182166766535549,1.2752755318019304,0.4743001002463095,0.0,4.928217359980149,0.8445781441616254,0.8445781441616254,0.0667726237716061,1.441640822083638,0.119004447517837,6.920658649777663,0.7045989375434828,0.1725067491233843,0.020560476951963,1.135329284691169,0.1005023335690148,8.362299471861302,0.7145780022617759,7.370938622210805,0.1514788253906546,1,3.34243377166278,38.92499923706055,4.533335066666667,0.1235444395290915
J043206-684632,38814,J043206-684632-38814,68.028336,-68.775637,280.9274948557278,-37.52292886535028,0,B,77.61799621582031,0.0004142641722332,0.0474428875881504,0.3420654115086993,1.303393247036691,1.1485049988527862,71.0,5.179999828338623,4.135000228881836,49.93000030517578,0.8064395873440869,6.723755563437124,0.2151262914214581,0.0664422149015237,1.8539265819666445e+20,2.586145903138896,0.9379471558606838,0.9379471558606838,0.0754363744034891,0.6149733777994817,0.0639848258286958,4.806494539264211,0.2882706886744343,0.1156307673408992,0.013310441682569,1.0356897211155924,0.0584042461935197,5.421467917063692,0.2952863828305687,5.234475068036779,0.1062096101088728,2,3.296810589136544,88.13500213623047,4.535222399999999,0.04847290441044588
J043207-724940,38758,J043207-724940-38758,68.032757,-72.82781,285.53306356894245,-35.853900843631074,1,A,52.68399810791016,0.0003537565718899,0.0508970164792536,0.797728047682485,4.207118751569483,1.1531995112348918,72.0,5.380000114440918,4.485000133514404,52.0,0.3554714635524069,5.320324975189564,1.0343103042620012,0.1840820455394777,1.421149874481025e+20,3.942762594930652,1.7295945216392814,1.7295945216392814,0.0462919062342719,3.927873920907721,0.1595245040247413,4.268572405776614,0.3563642818455124,0.477000859640674,0.0302874886246142,1.1838889386034248,0.0618709593051945,8.196446326684335,0.3904402243104666,6.9515694517400535,0.1357667782801364,2,3.385015397084691,66.18800354003906,4.535517133333333,0.051588213302046895
J043208-724929,38758,J043208-724929-38758,68.037166,-72.824951,285.5291885142027,-35.853965284422344,1,A,33.15999984741211,0.0001942735895082,0.0601321298121077,0.8087869904029914,3.3796294150763115,1.1846701886736914,94.0,7.005000114440918,5.150000095367432,21.540000915527344,0.3758831982707001,5.317961078756954,0.978476826748816,0.2036328017351041,1.421149874481025e+20,3.6220918145247167,1.7141892534661736,1.7141892534661736,0.0474039812749096,2.724563076736252,0.1310255592381334,4.682985535819389,0.3012965812277308,0.3623840309344036,0.0241691903288812,1.176934005171192,0.0594374968634893,7.40754861255564,0.3285533853625378,6.38557113694403,0.1407885318270275,2,3.385015397084691,62.31100082397461,4.535811066666667,0.06215557436106438
J043209-735432,38758,J043209-735432-38758,68.039527,-73.909135,286.7274945771609,-35.37802919497322,1,A,112.2310028076172,0.0006546431196933,0.034043949463163,0.8326199205133888,4.577399136322021,1.1492846217677106,136.0,4.929999828338623,4.224999904632568,50.709999084472656,0.3166647012543218,5.054931664721211,1.149911789640221,0.145263136267564,1.763675046174602e+20,3.066864745418924,1.6872108229910712,1.6872108229910712,0.0478735904017786,5.700755343452565,0.2239843251936685,2.79470452260069,0.3051460862292092,0.6889972418480661,0.0407936770098541,1.2094497405102065,0.05921737246443,8.495459866053254,0.3785275576143262,7.046650850945396,0.1326757255497193,2,3.3272260441540347,121.74700164794922,4.5359684666666675,0.03488604014186799
J043251-713314,38814,J043251-713314-38814,68.213373,-71.553911,284.0768010733226,-36.345230372930494,0,A,76.50800323486328,0.000667310573408,0.0394875908449071,0.6673318627049294,4.540537497529265,1.1204453291765497,100.0,5.079999923706055,4.054999828338623,56.720001220703125,0.4531134664716202,1.3944435514814248,0.7916127070011492,0.0835570601029175,0.0,1.3531907330031248,0.8814501825606601,0.8814501825606601,0.0250878118475675,2.330185296441335,0.0865493088707012,5.939017302599782,0.2459733547009464,0.2815326085331443,0.0138050970990738,1.0907561606038365,0.0405481964494913,8.269202599041119,0.2607559665450317,7.588219090673286,0.1460484046164878,1,3.348516827858552,83.50800323486328,4.5475582,0.04018482306057715
