comp_name,sbid,uniq_name,ra,dec,glon,glat,in_bridge,rating,flux_peak,mean_cont,sd_cont,opacity_range,max_s_max_n,max_noise,num_chan_noise,semi_maj_axis,semi_min_axis,pa,taucnm,sigtaucnm,sigtaunoise,cencnm,sigcencnm,widcnm,sigwidcnm,tscnm,sigtscnm,tbcnm,sigtbcnm,nhicnm_cpn,signhicnm_cpn,fcnm_cpn,sigfcnm_cpn,nhi_tot,signhi_tot,tsky,nhicnm_avg,signhicnm_avg
J012930-733309,30665,J012930-733309-30665,22.375798,-73.552722,299.2440247244944,-43.30190214982788,0,A,168.4810028076172,0.0007497575059504,0.0312889415787973,0.5096116452705148,4.942768170934096,1.085753243372846,108.0,5.360000133514404,4.965000152587891,178.33999633789062,0.4959416440509208,0.02562642024931536,0.03247635280697259,-0.07083144460515864,0.04057572565670298,1.9322078335849042,0.08947058850628765,47.7545657628744,1.7567887592580245,19.567053627171074,0.4938469720758306,0.9395068748428453,0.030779696997550267,0.26294297568692365,0.013323166783501527,3.573044202410948,0.13810963418465572,3.448887864223996,0.8877184232811476,0.06971561771723002
J005219-722705,30665,J005219-722705-30665,13.079073,-72.451417,302.8388075059046,-44.6766753810812,0,A,72.60199737548828,0.0007845410099678,0.0191718058171458,0.2911241424799273,3.2765369739014227,1.0680747399722208,94.0,5.159999847412109,4.590000152587891,49.650001525878906,0.15424908693469466,0.009352537292737195,0.019790916165121287,-0.6023087698998653,0.09435523886067347,3.2235949562453494,0.2297761887473436,55.606801939034796,10.692516929291472,7.9179456599312115,0.868867815548463,0.5393492178495705,0.08828892784852718,0.16194238125026825,0.0319718622926072,3.3305007230692247,0.3675857089594061,3.7743331981034167,0.5363729961540967,0.11470325790406394
J005219-722705,30665,J005219-722705-30665,13.079073,-72.451417,302.8388075059046,-44.6766753810812,0,A,72.60199737548828,0.0007845410099678,0.0191718058171458,0.2911241424799273,3.2765369739014227,1.0680747399722208,94.0,5.159999847412109,4.590000152587891,49.650001525878906,0.12073975515420328,0.009127788757336655,0.019790916165121287,4.202910655696275,0.10565077555183253,2.6942457959036457,0.25307818329655984,37.41266591944566,12.763366967379843,4.0523150506371834,0.868867815548463,0.2385928195450213,0.06738412211481914,0.07163872323833215,0.021722513656713884,3.3305007230692247,0.3675857089594061,3.7743331981034167,0.23609243828904178,0.08542584855487012
J011432-732142,30665,J011432-732142-30665,18.636736,-73.361881,300.648528669234,-43.66376769323441,0,A,150.1999969482422,0.0005488202594101,0.0191372295188582,1.030999937456844,11.379245890419858,1.0832845511417395,92.0,5.264999866485596,4.925000190734863,179.4600067138672,0.08268702441595242,0.010999499896639347,0.019490163054895523,-0.13250318387618548,0.1138163073739787,1.8000765857762397,0.2630228635014634,43.395994460304024,14.399702836867274,2.4493214518572968,1.090926083741414,0.09027917791225265,0.04628365843264809,0.03751026093914818,0.020276658582955343,2.4067861873504417,0.41250358105493024,3.55838345587666,0.12530081867624576,0.04839132789083246
J003424-721143,30665,J003424-721143-30665,8.60229,-72.195374,304.7673734834136,-44.87214018182572,0,B,142.58900451660156,0.0005731443539488,0.0183013771831192,0.217136251314953,2.4832763007581526,1.0623367865672018,129.0,5.340000152587891,4.889999866485596,18.239999771118164,0.055127375335489386,0.01145092242989795,0.01880998699910781,3.7366069620888465,0.1687370610042314,1.4832849803733368,0.39379093453607966,53.287516215780485,28.266063708820916,3.4998551124188513,0.8738845046920684,0.08669799392527705,0.04087055207076962,0.029799268374241423,0.01443865509603417,2.9094000844738543,0.3257971221491726,3.546217285472239,0.0845265823638465,0.05312416480088536
J003424-721143,30665,J003424-721143-30665,8.60229,-72.195374,304.7673734834136,-44.87214018182572,0,B,142.58900451660156,0.0005731443539488,0.0183013771831192,0.217136251314953,2.4832763007581526,1.0623367865672018,129.0,5.340000152587891,4.889999866485596,18.239999771118164,0.12555336473767664,0.009110424727438894,0.01880998699910781,0.5065272321224947,0.12087819266742356,3.21519281450239,0.3148825633708978,106.56747475535329,12.76778231686607,12.406253556220928,0.8738845046920684,0.8494101156105817,0.10133069304670918,0.29195369868293375,0.04776910153508179,2.9094000844738543,0.3257971221491726,3.546217285472239,0.8345185028306208,0.14262939412591508
J002337-735529,30665,J002337-735529-30665,5.904427,-73.924868,305.56224378074296,-43.06101016049247,0,B,71.69400024414062,0.0004187689766872,0.016320072187362,0.1736535921437085,2.522355168453436,1.0493004208374463,121.0,6.675000190734863,6.364999771118164,126.98999786376952,0.11099944651773101,0.007176402679861042,0.016735428210475425,-0.5655401491340981,0.1030952044500627,3.4652597919022066,0.2371215512379898,62.128708728251596,11.710470825281272,6.414374822946657,0.8727419706495178,0.475308025903704,0.07578982939642413,0.1662440672808926,0.0324608375180392,2.8590976729449515,0.3222153114408185,3.5675081271896327,0.46358017698475584,0.09767121806495943
J002335-735529,30665,J002335-735529-30665,5.895892,-73.92477,305.5654628031906,-43.06075827841134,0,B,62.06100082397461,0.0006933331290095,0.0182766185110878,0.1865947234850064,1.639280885746817,1.0706990773481873,126.0,5.119999885559082,4.59499979019165,168.52000427246094,0.10670415896269951,0.008059363040972682,0.018707445276887155,-0.6188510168660115,0.11913373591284238,3.3936356090115694,0.2730282597830895,53.24898285267069,13.350174970735223,5.861018523444721,0.9181032867427137,0.4197890178131216,0.07651676414343386,0.15928575784278184,0.032312122299166184,2.635446027933405,0.2346398498117414,3.5675081271896327,0.37405355667688495,0.10246208756624543
J002144-741500,30665,J002144-741500-30665,5.433208,-74.249829,305.6690962780888,-42.72018681748045,0,B,122.13400268554688,0.0005392563645018,0.0273746063406068,0.2604260294244799,2.143208653281938,1.082853560851762,56.0,5.25,4.900000095367432,162.2100067138672,0.19117266150229353,0.014619816714266301,0.02834502564930756,-1.0199476167303299,0.09991057964284027,2.773055559527056,0.2414089286466908,55.710458313451724,12.162011796483624,9.826289143525157,1.1082330451183042,0.6180391730356064,0.10413166109229749,0.19532574742315442,0.04113799594254528,3.1641459520269186,0.39985592488338023,3.561425012980984,0.5729239870679274,0.1416004746213483
J002144-741500,30665,J002144-741500-30665,5.433208,-74.249829,305.6690962780888,-42.72018681748045,0,B,122.13400268554688,0.0005392563645018,0.0273746063406068,0.2604260294244799,2.143208653281938,1.082853560851762,56.0,5.25,4.900000095367432,162.2100067138672,0.10463232856885253,0.014957449488282128,0.02834502564930756,2.989475720515919,0.14886418802039814,2.0335306481707986,0.3532609337348934,43.479568311913226,20.94742362015763,4.747315605510978,1.1082330451183042,0.19754530736539874,0.07344481521091875,0.06243242579845386,0.024515784882177056,3.1641459520269186,0.39985592488338023,3.561425012980984,0.17946416936816428,0.09542393937625725
J002223-742825,30665,J002223-742825-30665,5.597676,-74.47376,305.5625417073237,-42.505801310798994,0,B,103.0770034790039,0.0003055730680565,0.0183571108062053,0.1838458186401693,1.9697722399979103,1.0619056963911475,74.0,7.440000057220459,6.394999980926514,123.37000274658205,0.11370215722618364,0.008878448295388962,0.01897869994873343,-2.681593382007805,0.15436054653812067,2.7524352580328184,0.33291253216735345,57.606579801926586,8.076574101776004,6.001899930490906,0.5900486652760626,0.3426559355083666,0.04929425237881814,0.11777737252477952,0.019724830527634823,2.9093528592368134,0.24946839161078305,3.561425012980984,0.3497307546307161,0.07028052816003968
J002223-742825,30665,J002223-742825-30665,5.597676,-74.47376,305.5625417073237,-42.505801310798994,0,B,103.0770034790039,0.0003055730680565,0.0183571108062053,0.1838458186401693,1.9697722399979103,1.0619056963911475,74.0,7.440000057220459,6.394999980926514,123.37000274658205,0.0801560534166448,0.008158822978682534,0.01897869994873343,1.2256031604472757,0.23955137304346555,3.263715254295329,0.5541055811740584,104.19315285631534,11.288574313389622,7.895350043516191,0.5900486652760626,0.5220558127486878,0.06686712669798053,0.1794405278449567,0.027658374975087125,2.9093528592368134,0.24946839161078305,3.561425012980984,0.5287661974233271,0.11932217127516541
J005238-731244,30665,J005238-731244-30665,13.159714,-73.212318,302.81154195445,-43.91565248661146,0,A,101.0510025024414,0.0004327003703887,0.0272791517928885,1.0273018559472114,11.45876298648708,1.082456168165446,53.0,5.175000190734863,4.889999866485596,175.1999969482422,0.20398197595795595,0.014466932254129828,0.028375464086620634,0.40425691437973643,0.09039543475789841,2.862666632768283,0.2065139481617885,42.95244696813913,8.017211740717139,7.970940402859055,0.6546244664245304,0.5187740063327876,0.08328192301500431,0.15547602073087338,0.0341827150513789,3.336681784715712,0.5012348404419549,3.750000857294575,0.4865487907792721,0.1032970376498622
J002907-735349,30665,J002907-735349-30665,7.280587,-73.896955,305.0496637464756,-43.139415451722925,0,A,74.18099975585938,0.0003860100385769,0.0273448515450884,0.8649791366789574,7.532314316485868,1.1013768486010498,140.0,5.204999923706055,4.605000019073486,10.890000343322754,0.14156673196853714,0.01405648586349815,0.027881102898184473,-1.9896830337500109,0.11629157867355436,2.5280412736687405,0.2662748761931288,52.18008696525924,9.030103294405887,5.999403285780269,0.7983797529661305,0.3531673645326315,0.06288392792191454,0.10949039930855928,0.042085707751083924,3.2255555442569572,1.0987844169628986,3.5675081271896327,0.3622647540967612,0.08173194836849776
J002907-735349,30665,J002907-735349-30665,7.280587,-73.896955,305.0496637464756,-43.139415451722925,0,A,74.18099975585938,0.0003860100385769,0.0273448515450884,0.8649791366789574,7.532314316485868,1.1013768486010498,140.0,5.204999923706055,4.605000019073486,10.890000343322754,0.10534695297439747,0.018838718802038846,0.027881102898184473,5.90513174370001,0.0964247815244833,1.1385806402235448,0.22431968406027342,24.7611221250438,12.06116597789828,1.730318044345399,0.7983797529661305,0.05540100651744283,0.026884399377742937,0.017175647964296666,0.01018341174046019,3.2255555442569572,1.0987844169628986,3.5675081271896327,0.05761452859458722,0.03197796089147196
J004957-723554,30665,J004957-723554-30665,12.488044,-72.598387,303.0877408301689,-44.52941466073938,0,A,72.24299621582031,0.0003517264199994,0.0349220797957562,0.5930335375063019,3.732007176015141,1.1253238880346963,80.0,5.760000228881836,5.25,126.91000366210938,0.16470474443252991,0.016686672512891115,0.03612203709210902,0.0896771149027561,0.18165209695963289,3.5736887719328525,0.45912203415225317,49.290888152541385,8.020876741420151,7.69840000976017,0.6566973386743258,0.5947244981034349,0.0909725637165537,0.169502800656451,0.029518082766131284,3.5086411304130896,0.29203937434143074,3.7743331981034167,0.5628146553217432,0.12987375389741448
J004957-723554,30665,J004957-723554-30665,12.488044,-72.598387,303.0877408301689,-44.52941466073938,0,A,72.24299621582031,0.0003517264199994,0.0349220797957562,0.5930335375063019,3.732007176015141,1.1253238880346963,80.0,5.760000228881836,5.25,126.91000366210938,0.15033491349844774,0.020673893338980766,0.03612203709210902,4.115900424174057,0.14217498490930308,1.915769507359313,0.3262549181185571,69.46787451509276,8.282419977420387,10.02624121890052,0.6566973386743258,0.40089684656800423,0.05683027395684681,0.11425986063180098,0.01878288932450658,3.5086411304130896,0.29203937434143074,3.7743331981034167,0.38811733130735554,0.0967404663442927
J003939-714141,30665,J003939-714141-30665,9.915838,-71.694789,304.2482490563259,-45.40335606279209,0,B,70.77999877929688,0.000396321998645,0.0248821613717346,0.2745146472914235,1.08846695354197,1.1314431367112876,133.0,5.269999980926514,4.760000228881836,168.0399932861328,0.14376302131249913,0.014814719216466555,0.02555000286232187,-2.155971851434446,0.09285375102155155,1.9300599167242947,0.21373546454292933,28.411734881166886,4.915050932019433,3.7506529704879155,0.46245146341067356,0.1631125666306036,0.02474283119452887,0.05364483549094236,0.00974365999885051,3.040601488248469,0.3037570733510806,3.55838345587666,0.1529296353956138,0.03514370065235566
J005337-723143,30665,J005337-723143-30665,13.407565,-72.528644,302.7008249570573,-44.59862345911304,0,A,66.94200134277344,0.0002965257219507,0.0456168274147205,1.1515928824972337,8.397327775326339,1.1225447180336583,80.0,5.150000095367432,4.710000038146973,1.850000023841858,0.21781243456109828,0.01784778859223022,0.0476130037604127,0.9008568733425083,0.18990819875028384,5.232709357268409,0.4237252617697253,52.27499712163789,9.655640471103322,10.15736050576039,0.6930006244796818,1.1690593720568396,0.19362136513922484,0.3306827924445106,0.08866213919218342,3.535289403524106,0.7454096494605067,3.807790268238108,1.1557907568127153,0.2516036155028956
J002248-734007,30665,J002248-734007-30665,5.700254,-73.668709,305.6921770836646,-43.30572836425145,0,B,49.62699890136719,0.0002374443111631,0.0551885084404108,0.4420060778670684,1.120147289056514,1.208478948678969,87.0,5.0,4.764999866485596,13.43000030517578,0.2735987034820807,0.025911222239751334,0.057341215618713914,-1.7374672654668823,0.1598902737236472,3.675511647635157,0.35303548281621294,52.051043959883586,6.355194734355173,12.969834071298015,0.7786855505629438,1.070523557661931,0.11507922801083474,0.3392606372044265,0.043112450951908056,3.1554605523448074,0.21384844038044687,3.5644665700853086,1.0154000948519977,0.1847417409126028
J003414-733327,30665,J003414-733327-30665,8.560384,-73.557659,304.60855105258173,-43.51456609791139,0,B,30.63999938964844,3.163976111309461e-05,0.0196186892853478,0.1941138792169592,2.150543069753559,1.061612831476747,79.0,16.510000228881836,13.699999809265137,162.64999389648438,0.08762445232066612,0.007549877419371966,0.020260173469552573,2.8816173625645556,0.16297392359745694,4.001722909004555,0.37874802719623285,103.01918777972317,20.279312822839962,8.588306177596365,0.8587093157033387,0.7094562060006429,0.1406573598437825,0.23684096012826628,0.0729074386059782,2.995496241935608,0.7053979878107827,3.58879891089415,0.7007552633833826,0.16453821371686592
J003412-733314,30665,J003412-733314-30665,8.55182,-73.554108,304.6123308214911,-43.5178787522379,0,B,29.045000076293945,0.0001785122054215,0.0285081150556196,0.274576986359042,1.0603905458364038,1.1332645341990633,106.0,6.534999847412109,6.224999904632568,115.01000213623048,0.11152269198062414,0.012779937308572128,0.029367340783550307,2.3142427694812833,0.16919694807348873,3.0825649457876265,0.3862944462958079,31.278222314111535,8.876239512495848,3.404344699020478,0.6428932106310858,0.23337081998264447,0.053785449508688604,0.0753843281740414,0.021878979167031767,3.095747161715845,0.5460947107875165,3.58879891089415,0.2085899876960184,0.0689827889240406
J012250-715042,30665,J012250-715042-30665,20.711017,-71.845136,299.47653391268415,-45.07181288597565,0,B,45.85100173950195,0.000182307034842,0.0723880001594915,0.6287085577829766,1.822121144952796,1.2227787275919697,57.0,5.239999771118164,4.909999847412109,0.7799999713897705,0.39941951444499585,0.0429636043556794,0.07713276211787812,-1.0423709230647673,0.14221505661366143,3.2363824797833094,0.3225342783432713,55.44941314959778,2.918989494709967,18.86255364933851,0.4678895812443201,1.465196041549519,0.08354210792897863,0.3616034663513232,0.026704590187956376,4.051941360888334,0.1901770625808265,3.464095591732741,1.3904711803315744,0.21663419591951497
J003749-735127,30665,J003749-735127-30665,9.457592,-73.857516,304.22951517694594,-43.23643438568215,0,B,18.55900001525879,8.057137748859e-05,0.0942608478997107,1.1315151475064136,1.3628962409026473,1.4788678943744753,120.0,5.235000133514404,4.889999866485596,165.80999755859375,0.7603593779015009,0.11257216837572576,0.10198725294879663,4.887772831588976,0.06819966649656667,1.3415974715414218,0.1567184376338215,11.654841453305359,1.07001076890244,5.489250679372803,0.5269265272324387,0.23482803920131465,0.024948162544119006,0.07463735908959046,0.009153294039336663,3.146253324952727,0.19274087558219716,3.58879891089415,0.23063404960255524,0.048374705325654174
J003749-735127,30665,J003749-735127-30665,9.457592,-73.857516,304.22951517694594,-43.23643438568215,0,B,18.55900001525879,8.057137748859e-05,0.0942608478997107,1.1315151475064136,1.3628962409026473,1.4788678943744753,120.0,5.235000133514404,4.889999866485596,165.80999755859375,0.8087559176448337,0.14118370216944867,0.10198725294879663,-2.835171335558361,0.056954909055643044,0.8892543634932235,0.1253018221673712,17.246292002677375,1.305810138026329,5.585172605830432,0.5269265272324387,0.22548972375967866,0.024989834580793967,0.07166928421539823,0.009075425643230616,3.146253324952727,0.19274087558219716,3.58879891089415,0.2406108061726817,0.056970333517213055
J012257-751507,30665,J012257-751507-30665,20.73843,-75.25196,300.2525491105543,-41.71192386023117,0,A,454.2130126953125,0.002380376914516,0.0072008324403533,0.2044607077850249,7.100613262157469,1.0252401517228549,105.0,5.505000114440918,4.775000095367432,33.380001068115234,0.20600680010213535,0.005912114656694865,0.01080540147288586,7.747833807473169,0.03268576495086652,2.600498559873832,0.07403405889734378,77.80573399470788,6.436897399122073,14.26357742606751,0.6789660448595263,0.845292569233953,0.05391213208379324,0.1946663833383471,0.016224640471707477,4.342262668766805,0.23297935206154965,3.448887864223996,0.8085850266969247,0.07445316667057984
J012257-751507,30665,J012257-751507-30665,20.73843,-75.25196,300.2525491105543,-41.71192386023117,0,A,454.2130126953125,0.002380376914516,0.0072008324403533,0.2044607077850249,7.100613262157469,1.0252401517228549,105.0,5.505000114440918,4.775000095367432,33.380001068115234,0.09659106536404848,0.0049105290052267655,0.01080540147288586,0.6760880936889613,0.06761849613239045,2.863832592141427,0.1563774494998999,71.14457322863161,13.132169051870452,6.506892600712712,0.6789660448595263,0.404662887436485,0.057829221542495174,0.09319171093613471,0.014225462461544734,4.342262668766805,0.23297935206154965,3.448887864223996,0.3817704228185221,0.07600733074045407
J012257-751507,30665,J012257-751507-30665,20.73843,-75.25196,300.2525491105543,-41.71192386023117,0,A,454.2130126953125,0.002380376914516,0.0072008324403533,0.2044607077850249,7.100613262157469,1.0252401517228549,105.0,5.505000114440918,4.775000095367432,33.380001068115234,0.03739167630490303,0.003367577779023247,0.01080540147288586,-10.247386487705887,0.18865622819439512,4.364484317265489,0.44338562094991835,156.61885425820546,19.320252899314067,5.571360749491723,0.6789660448595263,0.4968152867069087,0.058717341427159314,0.11441391841180426,0.014850476834386188,4.342262668766805,0.23297935206154965,3.448887864223996,0.4958243282855897,0.09095224211548614
J010218-754650,30665,J010218-754650-30665,15.578921,-75.780817,302.04268290769085,-41.32864730297864,0,A,264.4549865722656,0.0014065433912569,0.0076622275466123,0.2740127907657588,8.51360615408891,1.028802200377823,138.0,5.175000190734863,4.53000020980835,173.9600067138672,0.25704366509378235,0.006260678876226959,0.011364522567459111,7.938055712857085,0.029434119716530666,2.7535776741931954,0.06623097229063069,72.58463411104051,6.9978411594973755,15.863571173460716,1.068208108364675,1.0381669241376748,0.07688494036455835,0.24627641914659917,0.02715433215513088,4.215454032242091,0.34434175861239075,3.4336801367152505,0.9966090937477062,0.10195921429838635
J010218-754650,30665,J010218-754650-30665,15.578921,-75.780817,302.04268290769085,-41.32864730297864,0,A,264.4549865722656,0.0014065433912569,0.0076622275466123,0.2740127907657588,8.51360615408891,1.028802200377823,138.0,5.175000190734863,4.53000020980835,173.9600067138672,0.05567115715177494,0.005278915334606964,0.011364522567459111,2.104292093769167,0.11045046386791833,2.4228234751947886,0.2600155291041213,47.23092042651684,31.146346544733635,2.5427896146659963,1.068208108364675,0.13489446193095195,0.06734325689708714,0.031999984082190326,0.016187765161457153,4.215454032242091,0.34434175861239075,3.4336801367152505,0.12358175186913443,0.08339532556779772
J004222-754838,30665,J004222-754838-30665,10.594519,-75.810583,303.6708289881266,-41.30466731927757,0,A,335.20001220703125,0.0009138027235167,0.0066235781327347,0.3617544862897018,10.726336203737077,1.030849745393997,157.0,9.904999732971191,5.454999923706055,113.27999877929688,0.3408640125104923,0.005037173571528664,0.007938395510399663,9.945510064023301,0.01385734525726105,2.178693972713325,0.031282554166584584,45.66738289640501,2.926944319784381,13.757460448857401,0.5869826294082544,0.6996966126386042,0.031358402090676155,0.1592538268197905,0.009734586326645348,4.393593715210194,0.1826298073287534,3.4701786479285133,0.6578993005382904,0.044291883688084115
J004222-754838,30665,J004222-754838-30665,10.594519,-75.810583,303.6708289881266,-41.30466731927757,0,A,335.20001220703125,0.0009138027235167,0.0066235781327347,0.3617544862897018,10.726336203737077,1.030849745393997,157.0,9.904999732971191,5.454999923706055,113.27999877929688,0.17134737823646348,0.0038424245761218413,0.007938395510399663,1.0423433199564993,0.03095990571236894,3.0469495856751787,0.07059368725815167,51.87947659488399,5.163251201011191,8.414881840368515,0.5869826294082544,0.5675369234594921,0.04033387903427419,0.12917373800284138,0.010635119449749717,4.393593715210194,0.1826298073287534,3.4701786479285133,0.5254292370301349,0.054968727404933415
J011321-752819,30665,J011321-752819-30665,18.33902,-75.472214,301.09691934741187,-41.5778507314739,0,B,96.99500274658205,0.0003609187507408,0.0313084480207192,0.256884991506324,1.659876259165307,1.0965777977908404,106.0,5.28000020980835,4.965000152587891,3.799999952316284,0.15771572691175212,0.021292086240335267,0.03643553645280407,8.05831977186668,0.13005769095354974,2.0903979526835124,0.2930506049525412,95.51395522362463,10.297894685022445,14.27301276014025,1.0609310637283826,0.6354616361457244,0.10177291353631292,0.1583062354302195,0.027573280545782862,4.0141289091915295,0.27483358108154643,3.464095591732741,0.6108670777334768,0.1359133628978752
