comp_name,sbid,ra,dec,glon,glat,widwnm,sigwidwnm,tdwnm,sigtdwnm,nhicpn_wnm,signhicpn_wnm
J041430-693108,38814,63.627926,-69.519012,282.6354413465606,-38.61685557341183,8.866228336087946,2.537511450240827,1718.4147072812034,983.6193769654886,2.535503229604521,0.7461186723482058
J041430-693108,38814,63.627926,-69.519012,282.6354413465606,-38.61685557341183,17.244129210907666,2.5325152345845976,6500.289430420592,1909.2969915043782,2.1218136247745876,0.7427036442903017
J043932-704458,38814,69.886128,-70.749457,282.8948151267419,-36.170217617270815,14.754378773486318,0.9213261494521969,4758.74040879427,594.3119726539347,4.772631495199854,0.4568055838353417
J043932-704522,38814,69.887075,-70.756246,282.9024460138706,-36.167347259899394,14.97596071867659,0.5087732766184572,4902.747671918945,333.1187954259192,5.387783895591397,0.2933274276645627
J043206-684632,38814,68.028336,-68.775637,280.9274948557278,-37.52292886535028,17.075871983439672,1.6040880521833236,6374.056931326762,1197.543361462702,2.4864975688071627,0.22658215869868162
J045153-692328,38814,72.971796,-69.391202,280.87189390494683,-35.65495802984877,8.4148385688979,0.5132620396069522,1547.895847953771,188.82743228286043,2.453402084264471,0.41565607696230117
J045153-692328,38814,72.971796,-69.391202,280.87189390494683,-35.65495802984877,19.282865675829797,2.6791225172610447,8128.179943571995,2258.6258989989296,3.8235857721980904,0.3514577608141196
J045152-692332,38814,72.966764,-69.392225,280.8737726225037,-35.65631936017442,7.895697388617853,0.5155767147643845,1362.7969343424213,177.97702513577093,2.775982952350769,0.44320989456169085
J045152-692332,38814,72.966764,-69.392225,280.8737726225037,-35.65631936017442,20.861507505648994,3.258761793255524,9513.52654962433,2972.2029273908265,3.6507222336655616,0.35705941205608427
J045338-702807,38814,73.409498,-70.468866,282.0683961736362,-35.172218478694376,10.98824943600427,1.6106755786516331,2639.4119370991607,773.7786394177676,2.5395562302661565,1.3323776747789238
J045338-702807,38814,73.409498,-70.468866,282.0683961736362,-35.172218478694376,22.495263186496764,5.681765444309834,11061.965887038477,5587.976010953033,2.9828284161583523,0.8949057903040488
J040252-690218,38814,60.720044,-69.038516,282.7489650191152,-39.74883389560805,10.3095617049269,0.25626505342627215,2323.435187292618,115.50738226232774,5.544098223050849,0.24226802647635096
J045114-693152,38814,72.809869,-69.531355,281.05764118870127,-35.664649781513816,17.55280974748919,0.7021238963603398,6735.090702489715,538.8160863589158,3.940331577404499,0.2638185136618629
J045113-693200,38814,72.804205,-69.533571,281.06100197059914,-35.66582370072728,17.640444140310926,0.7071199121264494,6802.509990558022,545.3593150492977,4.202461438274158,0.25687784296872135
J045114-693123,38814,72.811988,-69.52333,281.047985111717,-35.66649560455459,8.814941119091,0.5068012011579355,1698.5916663562823,195.31572251159724,3.191189073688918,0.3863835118772565
J045551-690210,38814,73.96384,-69.036144,280.32497396699785,-35.42702819096315,14.234457927766597,0.8173212434283414,4429.26866399223,508.64393857537254,4.5479905015003705,0.3863129285617752
J045541-690629,38814,73.923904,-69.108236,280.41468486027145,-35.41951558264595,15.785877930291011,0.5878074655793446,5447.379572776867,405.68036758708604,4.514002008037888,0.2384576308735122
J044809-703144,38814,72.040795,-70.529132,282.323023065026,-35.58365904489078,12.921326446827079,0.3095230049921242,3649.760402400038,174.85585739218376,5.711362637929377,0.2096516268706027
J042654-685657,38814,66.728931,-68.949194,281.36600715294287,-37.88251551802333,7.738192609598901,1.0380336438865643,1308.968599510668,351.1810867560146,2.60981679106506,0.35113633581274206
J042654-685657,38814,66.728931,-68.949194,281.36600715294287,-37.88251551802333,15.824396098086071,1.780102879303693,5473.995649459,1231.5509996715016,1.6758960042833126,0.2687707667049722
J044948-694013,38814,72.453569,-69.670541,281.2690972041616,-35.73751223049525,14.065427656466534,0.7022226300106266,4324.70053778216,431.82513320219635,4.276561308584353,0.36360266737769714
J044202-692632,38814,70.510085,-69.442351,281.2894501641372,-36.45344244726677,21.4446437991233,1.9218366600012962,10052.818264094123,1801.8368462764126,3.791672976906226,0.6462375315121722
J045354-692131,38814,73.474997,-69.358744,280.766615455276,-35.49640286538961,12.826196772883769,0.3854465507342719,3596.2175351362057,216.14351770103116,5.171335642944087,0.2275178841440195
J044928-692630,38814,72.369355,-69.441937,281.0143148928523,-35.83954499030577,13.274465841989018,0.42984796397852015,3851.982152508312,249.46641247135847,5.069417333316266,0.28583910641218785
J045746-691937,38814,74.442639,-69.327058,280.6055734001222,-35.17974922804628,7.583988997354505,0.6549477504287531,1257.319195988193,217.16233482685863,3.174747892935737,0.4162140520620371
J045746-691937,38814,74.442639,-69.327058,280.6055734001222,-35.17974922804628,16.26564096374452,1.600886309282667,5783.52372051716,1138.4444012043425,2.834327041789909,0.37195883968364046
J045747-691928,38814,74.447198,-69.324644,280.6021781644895,-35.178902532696696,7.320899636370976,1.0665300339579589,1171.599192679953,341.3639822478092,2.789325346895364,0.48140311135030767
J045747-691928,38814,74.447198,-69.324644,280.6021781644895,-35.178902532696696,16.966889060282963,2.0121551566696234,6292.954591033141,1492.6013821444692,2.378142188651829,0.4514811011127599
J045403-691154,38814,73.512439,-69.198362,280.5739228088287,-35.5324203175218,9.519173082618295,1.172951030277465,1980.8363840258248,488.15670379955117,2.474674007381903,0.8434506084557557
J045403-691154,38814,73.512439,-69.198362,280.5739228088287,-35.5324203175218,21.655263558435994,5.012880392808508,10251.256613707224,4746.035359194022,3.5300119734690774,0.6946086251449752
J044517-701428,38814,71.320904,-70.241114,282.0931663829575,-35.91008006265487,13.068508812517363,0.3777593692341067,3733.38026766097,215.83478195642752,5.580870314338646,0.24701786330221154
J035150-695934,38814,57.959186,-69.992894,284.4759369286124,-40.04600961831741,17.71361423667592,0.7442482758135833,6859.0587470612845,576.3750500600713,4.586775558096825,0.2835861230792998
